domain_id,scop_code,class,fold,superfamily,family,pdb_id,chain,residues,protein_name,organism
d2j8ga1,b.109.1.1,b,109,1,1,2j8g,A,191-339,automated matches,Bacteriophage cp-1 [TaxId: 10747]
d1rh1a1,b.110.1.1,b,110,1,1,1rh1,A,10-312,Colicin B N-terminal domain,Escherichia coli [TaxId: 562]
d2b5ua2,b.110.1.1,b,110,1,1,2b5u,A,84-315,Colicin E3 N-terminal domain,Escherichia coli [TaxId: 562]
d1wjxa_,b.111.1.1,b,111,1,1,1wjx,A,,Small protein B (SmpB),Thermus thermophilus [TaxId: 274]
d5id6a3,b.111.2.1,b,111,2,1,5id6,A,,Class II CRISPR effector Cpf1,Lachnospiraceae bacterium ND2006 [TaxId: 1410628]
d1js8a2,b.112.1.1,b,112,1,1,1js8,A,2792-2892,C-terminal domain of mollusc hemocyanin,Giant octopus (Octopus dofleini) [TaxId: 267067]
d1r2za2,b.113.1.1,b,113,1,1,1r2z,A,2-134,DNA repair protein MutM (Fpg),Bacillus stearothermophilus [TaxId: 1422]
d1k82a2,b.113.1.1,b,113,1,1,1k82,A,1-128,DNA repair protein MutM (Fpg),Escherichia coli [TaxId: 562]
d1tdza2,b.113.1.1,b,113,1,1,1tdz,A,2-131,DNA repair protein MutM (Fpg),Lactococcus lactis [TaxId: 1358]
d1ee8a2,b.113.1.1,b,113,1,1,1ee8,A,1-121,DNA repair protein MutM (Fpg),Thermus thermophilus [TaxId: 274]
d1k3xa2,b.113.1.1,b,113,1,1,1k3x,A,1-124,Endonuclease VIII,Escherichia coli [TaxId: 562]
d5itqa1,b.113.1.1,b,113,1,1,5itq,A,2-131,automated matches,Human (Homo sapiens) [TaxId: 9606]
d1m1ha1,b.114.1.1,b,114,1,1,1m1h,A,51-131,"N-utilization substance G protein NusG, insert domain",Aquifex aeolicus [TaxId: 63363]
d1vyya_,b.115.1.1,b,115,1,1,1vyy,A,,Mannose-specific lectin RS-IIL,Ralstonia solanacearum [TaxId: 305]
d1mkfa_,b.116.1.1,b,116,1,1,1mkf,A,,Viral chemokine binding protein m3,"Murid herpesvirus 4, MuHV-4 [TaxId: 33708]"
d1udxa1,b.117.1.1,b,117,1,1,1udx,A,1-156,Obg GTP-binding protein N-terminal domain,Thermus thermophilus [TaxId: 274]
d1o70a1,b.118.1.1,b,118,1,1,1o70,A,328-467,Fasciclin I,Fruit fly (Drosophila melanogaster) [TaxId: 7227]
d1o70a2,b.118.1.1,b,118,1,1,1o70,A,468-624,Fasciclin I,Fruit fly (Drosophila melanogaster) [TaxId: 7227]
d1nyoa_,b.118.1.1,b,118,1,1,1nyo,A,,Immunogenic protein MPT70,Mycobacterium tuberculosis [TaxId: 1773]
g1ko6.1,b.119.1.1,b,119,1,1,1ko6,A,,C-terminal autoproteolytic domain of nucleoporin nup98,Human (Homo sapiens) [TaxId: 9606]
d1o75a3,b.120.1.1,b,120,1,1,1o75,A,7-206,"Tp47 lipoprotein, N-terminal domain",Treponema pallidum [TaxId: 160]
d3pmsa1,b.121.1.1,b,121,1,1,3pms,A,4-140,automated matches,Elizabethkingia meningoseptica [TaxId: 238]
d3pmsa2,b.121.1.1,b,121,1,1,3pms,A,141-314,automated matches,Elizabethkingia meningoseptica [TaxId: 238]
d1yi9a1,b.121.1.2,b,121,1,2,1yi9,A,47-198,"Peptidylglycine alpha-hydroxylating monooxygenase, PHM",Norway rat (Rattus norvegicus) [TaxId: 10116]
d1yi9a2,b.121.1.2,b,121,1,2,1yi9,A,199-355,"Peptidylglycine alpha-hydroxylating monooxygenase, PHM",Norway rat (Rattus norvegicus) [TaxId: 10116]
d1hx6a2,b.121.2.1,b,121,2,1,1hx6,A,245-384,"Coat protein p3, C-terminal domain",Bacteriophage PRD1 [TaxId: 10658]
d1hx6a1,b.121.2.1,b,121,2,1,1hx6,A,15-244,"Coat protein p3, N-terminal domain",Bacteriophage PRD1 [TaxId: 10658]
d3tg7a2,b.121.2.2,b,121,2,2,3tg7,A,637-946,"Adenovirus hexon, C-terminal domain",Human adenovirus type 5 [TaxId: 28285]
d3tg7a1,b.121.2.2,b,121,2,2,3tg7,A,7-636,"Adenovirus hexon, N-terminal domain",Human adenovirus type 5 [TaxId: 28285]
d1m3ya1,b.121.2.3,b,121,2,3,1m3y,A,25-221,Major capsid protein vp54,"Paramecium bursaria chlorella virus 1, PBCV-1 [TaxId: 10506]"
d1m3ya2,b.121.2.3,b,121,2,3,1m3y,A,222-437,Major capsid protein vp54,"Paramecium bursaria chlorella virus 1, PBCV-1 [TaxId: 10506]"
d1nlqa_,b.121.3.1,b,121,3,1,1nlq,A,,"Chromatin decondensation protein 1 (Crp1, Nlp)",Fruit fly (Drosophila melanogaster) [TaxId: 7227]
d1xe0a1,b.121.3.1,b,121,3,1,1xe0,A,16-120,Nucleophosmin (NO38),African clawed frog (Xenopus laevis) [TaxId: 8355]
d3t30a_,b.121.3.0,b,121,3,0,3t30,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
g1qqp.1,b.121.4.1,b,121,4,1,1qqp,4,,Aphthovirus (Foot-and-mouth disease virus) coat proteins,"FMDV (Foot-and-mouth disease virus), strain bfs, 1860 [TaxId: 12110]"
g1b35.1,b.121.4.1,b,121,4,1,1b35,D,,Insect picorna-like virus coat proteins,Cricket paralysis virus [TaxId: 12136]
d1b35a_,b.121.4.1,b,121,4,1,1b35,A,,Insect picorna-like virus coat proteins,Cricket paralysis virus [TaxId: 12136]
d1b35b_,b.121.4.1,b,121,4,1,1b35,B,,Insect picorna-like virus coat proteins,Cricket paralysis virus [TaxId: 12136]
g1pvc.1,b.121.4.1,b,121,4,1,1pvc,4,,Poliovirus coat proteins,"Poliovirus type 3, strain Sabin [TaxId: 12086]"
g1tme.1,b.121.4.1,b,121,4,1,1tme,4,,Theilovirus capsid proteins,"Theiler's murine encephalomyelitis virus, strain da [TaxId: 12124]"
d1tme3_,b.121.4.1,b,121,4,1,1tme,3,,Theilovirus capsid proteins,"Theiler's murine encephalomyelitis virus, strain da [TaxId: 12124]"
d4q4w1_,b.121.4.1,b,121,4,1,4q4w,1,,automated matches,Coxsackievirus a24 [TaxId: 12089]
d4q4w3_,b.121.4.1,b,121,4,1,4q4w,3,,automated matches,Coxsackievirus a24 [TaxId: 12089]
d6t40a_,b.121.4.1,b,121,4,1,6t40,A,,automated matches,Enterovirus f [TaxId: 1330520]
d4iv1a_,b.121.4.1,b,121,4,1,4iv1,A,,automated matches,Foot-and-mouth disease virus - type a [TaxId: 12111]
d4iv1c_,b.121.4.1,b,121,4,1,4iv1,C,,automated matches,Foot-and-mouth disease virus - type a [TaxId: 12111]
d5cfca_,b.121.4.1,b,121,4,1,5cfc,A,,automated matches,Saffold virus [TaxId: 434309]
d1pgl11,b.121.4.2,b,121,4,2,1pgl,1,1-185,Comovirus coat proteins (VP37 and VP23),BPMV (Bean pod mottle virus) [TaxId: 12260]
d1a6ca1,b.121.4.2,b,121,4,2,1a6c,A,1-176,Nepovirus capsid protein,TRSV (Tobacco ringspot virus) [TaxId: 12282]
d1a6ca2,b.121.4.2,b,121,4,2,1a6c,A,177-348,Nepovirus capsid protein,TRSV (Tobacco ringspot virus) [TaxId: 12282]
d1a6ca3,b.121.4.2,b,121,4,2,1a6c,A,349-513,Nepovirus capsid protein,TRSV (Tobacco ringspot virus) [TaxId: 12282]
d5fmol1,b.121.4.2,b,121,4,2,5fmo,L,1-182,automated matches,CPMV (Cowpea mosaic virus) [TaxId: 12264]
d5fmol2,b.121.4.2,b,121,4,2,5fmo,L,183-370,automated matches,CPMV (Cowpea mosaic virus) [TaxId: 12264]
d5fmos_,b.121.4.2,b,121,4,2,5fmo,S,,automated matches,CPMV (Cowpea mosaic virus) [TaxId: 12264]
d2bbva_,b.121.4.4,b,121,4,4,2bbv,A,,Alphanodavirus capsid protein,Black beetle virus [TaxId: 12285]
g1f8v.1,b.121.4.4,b,121,4,4,1f8v,A,,Alphanodavirus capsid protein,Pariacoto virus [TaxId: 103782]
d1yc61_,b.121.4.5,b,121,4,5,1yc6,1,,Cucumovirus coat protein,BMV (Brome mosaic virus) [TaxId: 12302]
d1f15a_,b.121.4.5,b,121,4,5,1f15,A,,Cucumovirus coat protein,"CMV (Cucumber mosaic virus), strain fny [TaxId: 12305]"
d1ddla_,b.121.4.6,b,121,4,6,1ddl,A,,Tymovirus coat protein,DYMV (Desmodium yellow mottle tymovirus) [TaxId: 70821]
d1auya_,b.121.4.6,b,121,4,6,1auy,A,,Tymovirus coat protein,TYMV (Turnip yellow mosaic virus) [TaxId: 12154]
d1opoa_,b.121.4.7,b,121,4,7,1opo,A,,Carmovirus coat protein,CarMV (Carnation mottle virus) [TaxId: 11986]
d1c8na_,b.121.4.7,b,121,4,7,1c8n,A,,Necrovirus coat protein,TNV (Tobacco necrosis virus) [TaxId: 12054]
d1ng0a_,b.121.4.7,b,121,4,7,1ng0,A,,Sobemovirus coat protein,Cocksfoot mottle virus [TaxId: 40979]
d1f2na_,b.121.4.7,b,121,4,7,1f2n,A,,Sobemovirus coat protein,RYMV (Rice yellow mottle virus) [TaxId: 31744]
d2tbva_,b.121.4.7,b,121,4,7,2tbv,A,,Tombusvirus coat protein,TBSV (Tomato bushy stunt virus) [TaxId: 12145]
d1x36a_,b.121.4.7,b,121,4,7,1x36,A,,automated matches,SMV (Sesbania mosaic virus) [TaxId: 12558]
d1ohfa_,b.121.4.8,b,121,4,8,1ohf,A,,Tetraomegavirus capsid protein,Nudaurelia capensis omega virus [TaxId: 12541]
d2df7a1,b.121.4.9,b,121,4,9,2df7,A,11-429,Birnavirus VP2,Infectious bursal disease virus [TaxId: 10995]
d5aooc_,b.121.4.0,b,121,4,0,5aoo,C,,automated matches,Aichivirus a [TaxId: 72149]
d4jgya_,b.121.4.0,b,121,4,0,4jgy,A,,automated matches,Human coxsackievirus a16 [TaxId: 31704]
d3lq6a_,b.121.4.0,b,121,4,0,3lq6,A,,automated matches,Murine norovirus 1 [TaxId: 223997]
d6p4la_,b.121.4.0,b,121,4,0,6p4l,A,,automated matches,Murine norovirus 1 [TaxId: 223997]
d4ooxa1,b.121.4.0,b,121,4,0,4oox,A,225-530,automated matches,Norovirus hu/gii-4/kumamoto5/2006/jp [TaxId: 546987]
d3asta_,b.121.4.0,b,121,4,0,3ast,A,,automated matches,Norwalk-like virus [TaxId: 95340]
d5k0ua_,b.121.4.0,b,121,4,0,5k0u,A,,automated matches,Rhinovirus c [TaxId: 463676]
d2izwa_,b.121.4.0,b,121,4,0,2izw,A,,automated matches,Ryegrass mottle virus [TaxId: 119910]
d3cjia_,b.121.4.0,b,121,4,0,3cji,A,,automated matches,Seneca valley virus [TaxId: 390157]
d3cjib_,b.121.4.0,b,121,4,0,3cji,B,,automated matches,Seneca valley virus [TaxId: 390157]
d2bpa1_,b.121.5.1,b,121,5,1,2bpa,1,,"Microvirus capsid proteins, capsid protein F",Bacteriophage phi-X174 [TaxId: 10847]
d1m06g_,b.121.5.1,b,121,5,1,1m06,G,,"Microvirus capsid proteins, spike protein G",Bacteriophage alpha3 [TaxId: 10849]
d2bpa2_,b.121.5.1,b,121,5,1,2bpa,2,,"Microvirus capsid proteins, spike protein G",Bacteriophage phi-X174 [TaxId: 10847]
d1s58a_,b.121.5.2,b,121,5,2,1s58,A,,Parvovirus (panleukopenia virus) capsid protein,Human parvovirus B19 [TaxId: 10798]
d4g0ra_,b.121.5.2,b,121,5,2,4g0r,A,,automated matches,H-1 parvovirus [TaxId: 10799]
d1dnva_,b.121.5.3,b,121,5,3,1dnv,A,,Densovirus capsid protein,Galleria mellonella densovirus [TaxId: 37138]
d7kp3a_,b.121.5.0,b,121,5,0,7kp3,A,,automated matches,Adeno-associated virus - 5 [TaxId: 82300]
d5y9ea_,b.121.6.1,b,121,6,1,5y9e,A,,automated matches,Human papillomavirus type 58 [TaxId: 10598]
d4u60a_,b.121.6.1,b,121,6,1,4u60,A,,automated matches,Trichodysplasia spinulosa-associated polyomavirus [TaxId: 862909]
d4pcha_,b.121.6.0,b,121,6,0,4pch,A,,automated matches,Polyomavirus hpyv7 [TaxId: 746831]
d1stma_,b.121.7.1,b,121,7,1,1stm,A,,SPMV coat protein,Satellite panicum mosaic virus [TaxId: 154834]
d1vtz0_,b.121.7.1,b,121,7,1,1vtz,0,,STNV coat protein,Satellite tobacco necrosis virus [TaxId: 12881]
d4oq9a_,b.121.7.1,b,121,7,1,4oq9,A,,STNV coat protein,Satellite tobacco necrosis virus [TaxId: 12881]
d1iq8a3,b.122.1.1,b,122,1,1,1iq8,A,506-582,"Archaeosine tRNA-guanine transglycosylase, C3 domain",Pyrococcus horikoshii [TaxId: 53953]
d2cx1a1,b.122.1.1,b,122,1,1,2cx1,A,91-183,"Hypothetical protein APE0525, C-terminal domain",Aeropyrum pernix [TaxId: 56636]
d1q7ha1,b.122.1.1,b,122,1,1,1q7h,A,69-153,"Hypothetical protein Ta1423, C-terminal domain",Thermoplasma acidophilum [TaxId: 2303]
d1sqwa1,b.122.1.1,b,122,1,1,1sqw,A,95-176,"Nip7p homolog, C-terminal domain",Human (Homo sapiens) [TaxId: 9606]
d1k8wa3,b.122.1.1,b,122,1,1,1k8w,A,251-312,"Pseudouridine synthase II TruB, C-terminal domain",Escherichia coli [TaxId: 562]
d2apoa1,b.122.1.1,b,122,1,1,2apo,A,247-331,"Pseudouridine synthase II TruB, C-terminal domain",Methanococcus jannaschii [TaxId: 2190]
d1s71a2,b.122.1.1,b,122,1,1,1s71,A,236-292,"Pseudouridine synthase II TruB, C-terminal domain",Mycobacterium tuberculosis [TaxId: 1773]
d2ab4a1,b.122.1.1,b,122,1,1,2ab4,A,229-308,"Pseudouridine synthase II TruB, C-terminal domain",Thermotoga maritima [TaxId: 2336]
d2q07a1,b.122.1.1,b,122,1,1,2q07,A,460-527,Uncharacterized protein AF0587,Archaeoglobus fulgidus [TaxId: 2234]
d1vhya1,b.122.1.2,b,122,1,2,1vhy,A,3-73,Hypothetical protein HI0303,Haemophilus influenzae [TaxId: 727]
d1v6za1,b.122.1.2,b,122,1,2,1v6z,A,4-66,Hypothetical protein TTHA0657 (TT1575),Thermus thermophilus [TaxId: 274]
d1vhka1,b.122.1.2,b,122,1,2,1vhk,A,2-73,Hypothetical protein YqeU,Bacillus subtilis [TaxId: 1423]
d1g8fa1,b.122.1.3,b,122,1,3,1g8f,A,2-168,ATP sulfurylase N-terminal domain,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d1jhda1,b.122.1.3,b,122,1,3,1jhd,A,1-173,ATP sulfurylase N-terminal domain,Sulfur-oxidizing endosymbiont of Riftia pachyptila [TaxId: 35843]
d1v47a1,b.122.1.3,b,122,1,3,1v47,A,4-135,ATP sulfurylase N-terminal domain,Thermus thermophilus [TaxId: 274]
d1t62a1,b.122.1.4,b,122,1,4,1t62,A,1001-1153,Hypothetical protein EF3133,Enterococcus faecalis [TaxId: 1351]
d2dp9a2,b.122.1.5,b,122,1,5,2dp9,A,1-121,Hypothetical protein TTHA0113,Thermus thermophilus HB8 [TaxId: 300852]
d1xnea_,b.122.1.6,b,122,1,6,1xne,A,,Hypothetical protein PF0470,Pyrococcus furiosus [TaxId: 2261]
d2z0ta_,b.122.1.6,b,122,1,6,2z0t,A,,automated matches,Pyrococcus horikoshii [TaxId: 53953]
d1te7a_,b.122.1.7,b,122,1,7,1te7,A,,Hypothetical protein YqfB,Escherichia coli [TaxId: 562]
d1zcea1,b.122.1.8,b,122,1,8,1zce,A,2-147,Hypothetical protein Atu2648,Agrobacterium tumefaciens [TaxId: 358]
d2hd9a1,b.122.1.8,b,122,1,8,2hd9,A,1-145,Hypothetical protein PH1033,Pyrococcus horikoshii [TaxId: 53953]
d2evea1,b.122.1.8,b,122,1,8,2eve,A,2-149,Hypothetical protein PSPTO5229,Pseudomonas syringae [TaxId: 317]
d2as0a1,b.122.1.9,b,122,1,9,2as0,A,1-72,"Hypothetical protein PH1915, N-terminal domain",Pyrococcus horikoshii [TaxId: 53953]
d3ldfa1,b.122.1.9,b,122,1,9,3ldf,A,1-68,"Hypothetical protein SMu776, N-terminal domain",Streptococcus mutans [TaxId: 1309]
d1wxxa1,b.122.1.9,b,122,1,9,1wxx,A,1-64,"Hypothetical protein TTHA1280, N-terminal domain",Thermus thermophilus [TaxId: 274]
d2anea1,b.122.1.10,b,122,1,10,2ane,A,8-117,"ATP-dependent protease La (Lon), N-terminal domain",Escherichia coli [TaxId: 562]
d1zboa1,b.122.1.10,b,122,1,10,1zbo,A,2-198,Hypothetical protein BPP1347,Bordetella parapertussis [TaxId: 519]
d2gmqa1,b.122.1.11,b,122,1,11,2gmq,A,12-113,Uncharacterized protein PrgU,Enterococcus faecalis [TaxId: 1351]
d3fdea1,b.122.1.12,b,122,1,12,3fde,A,419-626,E3 ubiquitin-protein ligase UHRF1,Mouse (Mus musculus) [TaxId: 10090]
d2nwaa1,b.122.1.13,b,122,1,13,2nwa,A,1-80,Hypothetical protein YtmB,Bacillus subtilis [TaxId: 1423]
d6we8a1,b.122.1.0,b,122,1,0,6we8,A,345-507,automated matches,Human (Homo sapiens) [TaxId: 9606]
d2qjfa1,b.122.1.0,b,122,1,0,2qjf,A,233-392,automated matches,Human (Homo sapiens) [TaxId: 9606]
d4wqna_,b.122.1.0,b,122,1,0,4wqn,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d5o95a1,b.122.1.0,b,122,1,0,5o95,A,3-75,automated matches,Legionella pneumophila [TaxId: 446]
d5o8ma_,b.122.1.0,b,122,1,0,5o8m,A,,automated matches,Schizosaccharomyces pombe [TaxId: 284812]
d7ng2a1,b.122.1.0,b,122,1,0,7ng2,A,434-589,automated matches,Toxoplasma gondii [TaxId: 508771]
d1nc7a1,b.123.1.1,b,123,1,1,1nc7,A,1-114,Hypothetical protein TM1070,Thermotoga maritima [TaxId: 2336]
d2iiaa_,b.123.1.0,b,123,1,0,2iia,A,,automated matches,Anabaena sp. [TaxId: 1167]
d1r94a_,b.124.1.1,b,124,1,1,1r94,A,,Fe-S scaffold protein IscA (YfhF),Escherichia coli [TaxId: 562]
d1nwba_,b.124.1.1,b,124,1,1,1nwb,A,,Hypothetical protein Aq_1857,Aquifex aeolicus [TaxId: 63363]
d2p2ea1,b.124.1.1,b,124,1,1,2p2e,A,4-120,Putative Fe-S biosynthesis protein LSL1730,Lactobacillus salivarius [TaxId: 1624]
d2d2aa_,b.124.1.0,b,124,1,0,2d2a,A,,automated matches,Escherichia coli [TaxId: 562]
d2apna_,b.124.1.0,b,124,1,0,2apn,A,,automated matches,Haemophilus influenzae [TaxId: 727]
d1x0ga_,b.124.1.0,b,124,1,0,1x0g,A,,automated matches,Thermosynechococcus elongatus [TaxId: 197221]
d3ksna_,b.125.1.1,b,125,1,1,3ksn,A,,Outer-membrane lipoproteins carrier protein LolA,Escherichia coli [TaxId: 562]
d3wjta_,b.125.1.2,b,125,1,2,3wjt,A,,Outer membrane lipoprotein receptor LolB,Escherichia coli [TaxId: 562]
d2byoa1,b.125.1.3,b,125,1,3,2byo,A,20-207,Putative lipoprotein LppX,Mycobacterium tuberculosis [TaxId: 1773]
d4qa8a_,b.125.1.0,b,125,1,0,4qa8,A,,automated matches,Mycobacterium bovis [TaxId: 233413]
d3mh9a1,b.125.1.0,b,125,1,0,3mh9,A,35-236,automated matches,Mycobacterium tuberculosis [TaxId: 83332]
d2w7qa_,b.125.1.0,b,125,1,0,2w7q,A,,automated matches,"Pseudomonas aeruginosa, PA01 [TaxId: 208964]"
d1n7va_,b.126.1.1,b,126,1,1,1n7v,A,,Adsorption protein p2,Bacteriophage PRD1 [TaxId: 10658]
d1n7za_,b.127.1.1,b,127,1,1,1n7z,A,,Baseplate structural protein gp8,Bacteriophage T4 [TaxId: 10665]
d1njha1,b.128.1.1,b,128,1,1,1njh,A,1-116,Hypothetical protein YojF,Bacillus subtilis [TaxId: 1423]
d1mvfd_,b.129.1.1,b,129,1,1,1mvf,D,,MazE,Escherichia coli [TaxId: 562]
d1n0ea1,b.129.1.2,b,129,1,2,1n0e,A,26-162,Hypothetical protein MraZ,Mycoplasma pneumoniae [TaxId: 2104]
d1yfba_,b.129.1.3,b,129,1,3,1yfb,A,,"Transcription-state regulator AbrB, the N-terminal DNA recognition domain",Bacillus subtilis [TaxId: 1423]
d2d9ra1,b.129.2.1,b,129,2,1,2d9r,A,20-104,Hypothetical protein PG0164,Porphyromonas gingivalis [TaxId: 837]
d2nwta1,b.129.2.2,b,129,2,2,2nwt,A,1-61,Uncharacterized protein AF2212,Archaeoglobus fulgidus [TaxId: 2234]
d4f01a1,b.130.1.1,b,130,1,1,4f01,A,389-506,automated matches,Escherichia coli K-12 [TaxId: 83333]
d1jeya1,b.131.1.1,b,131,1,1,1jey,A,254-534,Ku70 subunit middle domain,Human (Homo sapiens) [TaxId: 9606]
d1jeyb1,b.131.1.2,b,131,1,2,1jey,B,242-545,Ku80 subunit middle domain,Human (Homo sapiens) [TaxId: 9606]
d1ow1a_,b.131.1.3,b,131,1,3,1ow1,A,,"SMART/HDAC1 associated repressor protein, SHARP",Human (Homo sapiens) [TaxId: 9606]
d4uyba3,b.132.1.0,b,132,1,0,4uyb,A,275-400,automated matches,Human (Homo sapiens) [TaxId: 9606]
d1ogmx1,b.133.1.1,b,133,1,1,1ogm,X,3-201,"Dextranase, N-terminal domain",Penicillium minioluteum [TaxId: 28574]
d2fe0a1,b.134.1.1,b,134,1,1,2fe0,A,2-131,"Small myristoylated protein 1, Smp-1",Leishmania major [TaxId: 5664]
d1r75a_,b.134.1.1,b,134,1,1,1r75,A,,Unnamed hypothetical protein,Leishmania major [TaxId: 5664]
d1pm4a_,b.135.1.1,b,135,1,1,1pm4,A,,Superantigen (mitogen) Ypm,Yersinia pseudotuberculosis [TaxId: 633]
d1ou8a_,b.136.1.1,b,136,1,1,1ou8,A,,"Stringent starvation protein B, SspB",Haemophilus influenzae [TaxId: 727]
d2nysa1,b.136.1.2,b,136,1,2,2nys,A,3-119,Uncharacterized protein AGR_C_3712p,Agrobacterium tumefaciens [TaxId: 358]
d1ts9a_,b.137.1.1,b,137,1,1,1ts9,A,,Hypothetical protein AF1917,Archaeoglobus fulgidus [TaxId: 2234]
d1v76a_,b.137.1.1,b,137,1,1,1v76,A,,Hypothetical protein PH1771,Pyrococcus horikoshii [TaxId: 53953]
d1sg5a1,b.137.1.2,b,137,1,2,1sg5,A,1-86,Inhibitor of Rho Rof,Escherichia coli [TaxId: 562]
d2b97a_,b.138.1.1,b,138,1,1,2b97,A,,"Hydrophobin II, HfbII",Trichoderma reesei [TaxId: 51453]
d4aoga1,b.138.1.0,b,138,1,0,4aog,A,2-80,automated matches,Neurospora crassa [TaxId: 367110]
d1o6aa_,b.139.1.1,b,139,1,1,1o6a,A,,Putative flagelar motor switch protein FliN,Thermotoga maritima [TaxId: 2336]
d1o9ya_,b.139.1.1,b,139,1,1,1o9y,A,,"Structural protein HrcQ2, C-terminal domain",Pseudomonas syringae [TaxId: 317]
d7kria1,b.140.1.1,b,140,1,1,7kri,A,1-113,automated matches,Severe acute respiratory syndrome coronavirus 2 [TaxId: 2697049]
d2j98b_,b.140.1.0,b,140,1,0,2j98,B,,automated matches,Human coronavirus 229E [TaxId: 11137]
d5ym6a_,b.140.1.0,b,140,1,0,5ym6,A,,automated matches,Porcine coronavirus hku15 [TaxId: 1159905]
d1rqpa1,b.141.1.1,b,141,1,1,1rqp,A,193-298,5'-fluoro-5'-deoxyadenosine synthase,Streptomyces cattleya [TaxId: 29303]
d2q6ka2,b.141.1.0,b,141,1,0,2q6k,A,177-271,automated matches,Salinispora tropica [TaxId: 369723]
d1na6a1,b.142.1.1,b,142,1,1,1na6,A,4-178,"Restriction endonuclease EcoRII, N-terminal domain",Escherichia coli [TaxId: 562]
d1yela1,b.142.1.2,b,142,1,2,1yel,A,1-102,At1g16640,Thale cress (Arabidopsis thaliana) [TaxId: 3702]
d5os9a_,b.142.1.2,b,142,1,2,5os9,A,,automated matches,Thale cress (Arabidopsis thaliana) [TaxId: 3702]
d1ut7a1,b.143.1.1,b,143,1,1,1ut7,A,1-163,"No apical meristem (NAM, ANAC)",Thale cress (Arabidopsis thaliana) [TaxId: 3702]
d1s7ma_,b.144.1.1,b,144,1,1,1s7m,A,,Autotransporter Hia,Haemophilus influenzae [TaxId: 727]
d1oa8a_,b.145.1.1,b,145,1,1,1oa8,A,,Ataxin-1,Human (Homo sapiens) [TaxId: 9606]
d3qvea1,b.145.1.0,b,145,1,0,3qve,A,206-342,automated matches,Human (Homo sapiens) [TaxId: 9606]
d1so9a_,b.146.1.1,b,146,1,1,1so9,A,,Cytochrome C oxidase assembly protein CtaG,Rhizobium meliloti (Sinorhizobium meliloti) [TaxId: 382]
d1utya_,b.147.1.1,b,147,1,1,1uty,A,,Nonstructural protein NS2,Bluetongue virus [TaxId: 40051]
d2geca1,b.148.1.1,b,148,1,1,2gec,A,23-160,Nucleocapsid protein,Avian infectious bronchitis virus [TaxId: 11120]
d1sska1,b.148.1.1,b,148,1,1,1ssk,A,5-158,Nucleocapsid protein,"SARS coronavirus, (SARS-CoV) [TaxId: 227859]"
d5ifpa3,b.149.1.0,b,149,1,0,5ifp,A,567-663,automated matches,Aspergillus niger [TaxId: 425011]
d3og2a3,b.149.1.0,b,149,1,0,3og2,A,572-668,automated matches,Trichoderma reesei [TaxId: 51453]
d2xvla5,b.150.1.1,b,150,1,1,2xvl,A,871-988,"Alpha-xylosidase, C-terminal domain",Pseudomonas cellulosa (Cellvibrio japonicus) [TaxId: 155077]
d3weoa4,b.150.1.1,b,150,1,1,3weo,A,757-909,"Maltase, C-terminal domain",Beta vulgaris [TaxId: 161934]
d2g3ma4,b.150.1.1,b,150,1,1,2g3m,A,605-693,"Maltase, C-terminal domain",Sulfolobus solfataricus [TaxId: 2287]
d2f2ha1,b.150.1.1,b,150,1,1,2f2h,A,666-772,"Putative glucosidase YicI, C-terminal domain",Escherichia coli [TaxId: 562]
d3l4ya4,b.150.1.0,b,150,1,0,3l4y,A,732-868,automated matches,Human (Homo sapiens) [TaxId: 9606]
d2btia_,b.151.1.1,b,151,1,1,2bti,A,,automated matches,Yersinia enterocolitica [TaxId: 630]
d1t3oa1,b.151.1.0,b,151,1,0,1t3o,A,1-74,automated matches,Bacillus subtilis [TaxId: 1423]
d1wlga_,b.152.1.1,b,152,1,1,1wlg,A,,Flagellar hook protein flgE,Salmonella typhimurium [TaxId: 90371]
d1jjcb6,b.153.1.1,b,153,1,1,1jjc,B,191-399,"B3/B4 domain of PheRS, PheT",Thermus thermophilus [TaxId: 274]
d1ni5a3,b.153.1.2,b,153,1,2,1ni5,A,315-432,"tRNA-Ile-lysidine synthetase, TilS, C-terminal domain",Escherichia coli [TaxId: 562]
d2ccva1,b.154.1.1,b,154,1,1,2ccv,A,1-99,Agglutinin HPA,Roman snail (Helix pomatia) [TaxId: 6536]
d2j01v1,b.155.1.1,b,155,1,1,2j01,V,1-101,Ribosomal protein L21p,Thermus thermophilus [TaxId: 274]
d2b1ya1,b.156.1.1,b,156,1,1,2b1y,A,4-104,Hypothetical protein Atu1913,Agrobacterium tumefaciens [TaxId: 358]
d1y12a1,b.157.1.1,b,157,1,1,1y12,A,2-162,"Hemolysin-corregulated protein 1, Hcp1",Pseudomonas aeruginosa [TaxId: 287]
d4w64a1,b.157.1.0,b,157,1,0,4w64,A,1-167,automated matches,Acinetobacter baumannii [TaxId: 480119]
d3eaaa_,b.157.1.0,b,157,1,0,3eaa,A,,automated matches,Edwardsiella tarda [TaxId: 636]
d2aj7a1,b.158.1.1,b,158,1,1,2aj7,A,1-148,Hypothetical protein BH3618,Bacillus halodurans [TaxId: 86665]
